"","koi_disposition","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag"
"8462","FALSE POSITIVE",0.565713361,2.319e-06,-2.319e-06,131.66357,0.00331,-0.00331,0.23,0.224,-0.23,0.954,0.166,-0.166,86.4,11.6,-11.6,0.81,0.12,-0.08,1917,3197.67,1496.47,-939.37,11.6,5220,157,-157,4.48,0.086,-0.105,0.881,0.125,-0.094,286.03839,50.294441,14.722
"8465","CONFIRMED",43.535891,0.0004227,-0.0004227,155.20055,0.00868,-0.00868,0.258,0.214,-0.258,4.712,0.247,-0.247,576.6,45.4,-45.4,1.86,0.33,-0.16,444,9.19,5.25,-2.28,13.9,5481,166,-149,4.592,0.032,-0.12,0.778,0.141,-0.065,289.70703,41.84354,15.857
"8475","FALSE POSITIVE",2.44693823,1.067e-05,-1.067e-05,133.00092,0.00345,-0.00345,0.611,0.007,-0.492,0.954,0.152,-0.152,26.4,4,-4,0.56,0.08,-0.05,1379,855.53,328.61,-174.26,9,5821,69,-87,4.419,0.063,-0.117,1.033,0.154,-0.083,287.23486,42.263309,12.16
"8485","CONFIRMED",80.9669561,0.0001212,-0.0001212,160.97672,0.00127,-0.00127,0.007,0.383,-0.007,2.5276,0.0483,-0.0483,4733,104,-104,5.04,1.03,-0.37,364,4.14,2.62,-0.99,52,5611,168,-168,4.61,0.04,-0.128,0.737,0.151,-0.054,295.80585,39.17799,15.671
"8493","FALSE POSITIVE",240.192808,0.008989,-0.008989,168.3047,0.0307,-0.0307,0.814,0.141,-0.575,9.72,0.627,-0.627,605.8,54,-54,2.68,0.83,-0.28,298,1.86,1.74,-0.55,12,6004,181,-199,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957
"8506","CONFIRMED",8.9772888,0.0001451,-0.0001451,133.44748,0.00961,-0.00961,0.702,0.269,-0.5,4.72,0.31,-0.31,97.5,10,-10,1.79,0.15,-0.13,1113,362.75,100.8,-72.55,10.3,5597,112,-101,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6
"8508","FALSE POSITIVE",3.62657392,2.486e-05,-2.486e-05,133.57658,0.00617,-0.00617,0.306,0.154,-0.306,1.791,0.198,-0.198,98.5,11.3,-11.3,0.79,0.16,-0.07,1014,250,153.91,-64.5,10.7,5416,161,-161,4.579,0.034,-0.136,0.8,0.159,-0.068,291.49585,42.47813,14.835
"8513","FALSE POSITIVE",7.8935324,0.0001906,-0.0001906,133.8053,0.0189,-0.0189,0.303,0.168,-0.303,3.444,0.602,-0.602,47.6,5.6,-5.6,0.78,0.22,-0.13,1052,289.79,250.64,-110.32,8.3,6306,170,-207,4.346,0.108,-0.186,1.109,0.327,-0.176,292.08185,48.96711,13.954
"8514","CONFIRMED",1.36752316,6.442e-06,-6.442e-06,131.77163,0.00414,-0.00414,0.299,0.153,-0.299,1.208,0.115,-0.115,61,6.2,-6.2,0.82,0.13,-0.06,1684,1899.59,788.47,-373.37,11.7,5836,78,-78,4.417,0.063,-0.117,1.048,0.166,-0.083,287.22009,49.053501,13.861
"8516","FALSE POSITIVE",1.04347858,1.071e-05,-1.071e-05,131.8424,0.00913,-0.00913,0.497,0,-0.471,2.012,0.306,-0.306,22.5,3.4,-3.4,1.09,0.2,-0.39,2688,12313.82,7298.71,-7905.69,8.6,6014,200,-182,3.843,0.3,-0.1,2.246,0.409,-0.817,298.25204,45.396641,13.292
"8524","FALSE POSITIVE",148.179343,0.005653,-0.005653,202.2788,0.031,-0.031,0.102,0.352,-0.102,12.733,0.877,-0.877,466.6,42.4,-42.4,2.52,0.38,-0.42,367,4.29,1.72,-1.47,12.5,5635,76,-76,4.278,0.156,-0.104,1.183,0.18,-0.198,294.60629,43.937141,15.563
"8534","FALSE POSITIVE",5.1581317,0.0001111,-0.0001111,131.7314,0.021,-0.021,0.032,0.425,-0.032,7.773,0.573,-0.573,37.9,3.5,-3.5,2.02,0.4,-0.5,1642,1720.62,983.7,-840.06,13,5155,116,-142,3.511,0.192,-0.157,3.355,0.668,-0.817,291.0527,45.835129,13.031
"8537","FALSE POSITIVE",12.834857,0.0001206,-0.0001206,134.37229,0.0077,-0.0077,0.278,0.177,-0.278,2.092,0.261,-0.261,293.9,35.5,-35.5,1.73,0.22,-0.19,755,76.96,27.12,-18.74,9.4,5492,82,-74,4.389,0.105,-0.095,1.016,0.131,-0.108,291.81302,38.088181,15.331
"8539","CONFIRMED",12.54474243,5.634e-05,-5.634e-05,139.58304,0.00372,-0.00372,0.185,0.267,-0.185,1.24,0.128,-0.128,263.1,30.3,-30.3,1.88,0.3,-0.25,840,117.9,50.4,-34.11,10.8,5767,78,-78,4.316,0.126,-0.115,1.159,0.189,-0.155,296.39548,42.78014,15.082
"8544","FALSE POSITIVE",5.70509519,4.169e-05,-4.169e-05,136.20183,0.00575,-0.00575,0.469,0.475,-0.265,1.58,0.314,-0.314,283.6,45.2,-45.2,1.58,0.37,-0.2,947,189.8,139.34,-61.54,9.2,5455,180,-164,4.448,0.104,-0.169,0.927,0.217,-0.117,287.31912,49.65699,15.597
"8548","FALSE POSITIVE",0.762950224,3.293e-06,-3.293e-06,131.9157,0.00344,-0.00344,0.197,0.259,-0.197,1.133,0.109,-0.109,187.3,15.9,-15.9,1,0.18,-0.08,1651,1763.73,1054.13,-462.01,15.8,5385,187,-187,4.61,0.037,-0.112,0.731,0.132,-0.057,282.91397,47.970299,15.556
"8549","CONFIRMED",10.8614163,0.0001616,-0.0001616,136.8213,0.0125,-0.0125,0.939,0.044,-0.655,6.02,0.39,-0.39,64.8,5.5,-5.5,1.01,0.29,-0.11,899,154.68,127.71,-44.72,12.9,6339,141,-189,4.454,0.062,-0.2,1.017,0.298,-0.106,281.95569,44.261532,13.517
"8550","FALSE POSITIVE",5.78159956,4.522e-05,-4.522e-05,136.77178,0.00601,-0.00601,0.66,0.29,-0.455,2.222,0.181,-0.181,72.8,5.6,-5.6,1.7,0.51,-0.56,1475,1117.19,981.46,-682.91,16.4,6443,181,-227,4.023,0.299,-0.161,1.884,0.559,-0.622,298.94901,43.441715,13.384
"8551","FALSE POSITIVE",11.49589567,7.245e-05,-7.245e-05,139.38053,0.00563,-0.00563,0.295,0.149,-0.295,2.256,0.155,-0.155,108.3,9.5,-9.5,1.59,0.46,-0.42,1057,295.46,255.66,-156.16,13.2,6290,170,-208,4.133,0.252,-0.168,1.506,0.444,-0.4,297.58194,40.5313,13.582
"8557","CONFIRMED",264.466625,0.00157,-0.00157,134.96749,0.00516,-0.00516,0.129,0.333,-0.128,6.371,0.145,-0.145,437.3,18.6,-18.6,2.61,0.57,-0.31,346,3.41,2.06,-1.06,27,6551,129,-194,4.337,0.073,-0.147,1.236,0.271,-0.146,296.33813,45.545109,11.154
"8566","FALSE POSITIVE",8.2553499,0.0001362,-0.0001362,135.17,0.0177,-0.0177,0.918,0.026,-0.651,3.959,0.445,-0.445,54.5,6.6,-6.6,3.28,0.54,-1.25,1462,1079.27,478.08,-689.77,10,5403,86,-75,3.559,0.296,-0.111,3.6,0.59,-1.376,287.51071,46.38995,13.816
"8571","FALSE POSITIVE",6.65171459,5.745e-05,-5.745e-05,137.6781,0.00785,-0.00785,0.408,0.051,-0.408,2.325,0.239,-0.239,151.5,17.5,-17.5,0.84,0.09,-0.06,713,61.01,23.23,-13.82,10,4889,146,-131,4.637,0.032,-0.059,0.686,0.074,-0.049,290.26028,38.354988,14.976
"8582","FALSE POSITIVE",15.07277287,3.845e-05,-3.845e-05,143.96955,0.0021,-0.0021,0.891,0.047,-0.646,0.7794,0.0942,-0.0942,345,36,-36,1.73,0.36,-0.13,635,38.57,24.93,-9.02,13,5521,167,-150,4.594,0.034,-0.136,0.771,0.161,-0.058,285.21283,45.2514,14.269
"8589","FALSE POSITIVE",2.43135542,1.5e-05,-1.5e-05,133.92077,0.0055,-0.0055,0.12,0.342,-0.12,1.401,0.155,-0.155,123.6,16.3,-16.3,1.07,0.33,-0.11,1422,965.4,863.66,-292.75,9.3,6231,169,-225,4.488,0.052,-0.208,0.955,0.291,-0.097,296.4718,40.681622,15.225
"8593","FALSE POSITIVE",8.0018897,0.0001045,-0.0001045,135.4193,0.0118,-0.0118,0.442,0.012,-0.442,3.425,0.272,-0.272,102.7,12.7,-12.7,0.9,0.26,-0.08,864,131.75,108.63,-35.93,9.8,5830,157,-175,4.54,0.046,-0.195,0.876,0.246,-0.082,290.91504,40.988499,15.032
"8594","FALSE POSITIVE",317.062416,0.002425,-0.002425,297.8371,0.0109,-0.0109,0.673,0.269,-0.445,7.438,0.65,-0.65,442.9,43.8,-43.8,1.59,0.27,-0.12,218,0.54,0.29,-0.13,9.8,5366,160,-144,4.625,0.032,-0.104,0.715,0.122,-0.052,300.34525,46.339882,14.634
"8601","CONFIRMED",7.23524221,4.586e-05,-4.586e-05,135.23173,0.00519,-0.00519,0.182,0.264,-0.182,2.685,0.169,-0.169,60,4.4,-4.4,0.82,0.12,-0.12,948,191.14,85.18,-59.91,15.2,5574,111,-100,4.354,0.132,-0.108,1.065,0.166,-0.15,285.72849,42.65453,12.639
"8602","CONFIRMED",11.8187288,0.0001148,-0.0001148,132.51,0.0101,-0.0101,0.282,0.191,-0.282,4.017,0.358,-0.358,249,22,-22,2.09,0.35,-0.38,919,168.38,73.59,-62.1,10.3,5803,78,-78,4.211,0.162,-0.108,1.328,0.222,-0.244,295.96893,38.867168,15.271
"8614","FALSE POSITIVE",0.849362238,4.803e-06,-4.803e-06,132.14191,0.00472,-0.00472,0.453,0.53,-0.256,1.36,0.115,-0.115,114.9,11.6,-11.6,0.85,0.08,-0.06,1498,1190.04,473.29,-295.91,11.9,4973,179,-179,4.595,0.02,-0.08,0.788,0.08,-0.053,291.45813,47.15863,15.357
"8617","FALSE POSITIVE",26.524553,0.0002533,-0.0002533,156.16784,0.0075,-0.0075,0.218,0.257,-0.218,2.359,0.253,-0.253,174.5,20.1,-20.1,2.19,1.39,-1.13,695,55.06,109.86,-43.67,10.2,4995,149,-149,3.954,0.617,-0.332,1.703,1.076,-0.88,295.78586,40.479771,13.681
"8623","FALSE POSITIVE",61.611129,0.001372,-0.001372,133.8909,0.0186,-0.0186,0.364,0.078,-0.364,14.96,0.58,-0.58,82.9,4.5,-4.5,1.29,0.26,-0.22,597,30.02,17.9,-11.53,22,6533,149,-182,4.227,0.135,-0.135,1.386,0.288,-0.235,292.43137,49.368561,12.332
"8625","FALSE POSITIVE",34.6506368,0.0005168,-0.0005168,143.0279,0.0133,-0.0133,0.973,3.83,-0.114,10.287,0.713,-0.713,502.5,32.9,-32.9,12.35,1.64,-4.94,1191,476.15,204.06,-324.24,21.6,6681,180,-200,3.465,0.36,-0.09,4.185,0.558,-1.673,296.73676,41.00066,12.954
"8641","FALSE POSITIVE",3.09872834,2.533e-05,-2.533e-05,134.39281,0.00672,-0.00672,0.133,0.339,-0.133,1.89,0.237,-0.237,248,30,-30,0.64,0.05,-0.06,579,26.6,6.64,-6.55,10.1,3628,58,-65,4.842,0.044,-0.036,0.41,0.034,-0.041,286.81915,37.859009,15.87
"8642","CONFIRMED",129.222771,0.002682,-0.002682,255.1859,0.0118,-0.0118,0.867,0.087,-0.66,7.272,0.415,-0.415,445.3,42.2,-42.2,2.01,0.08,-0.13,288,1.63,0.25,-0.3,12,4934,81,-81,4.515,0.067,-0.022,0.809,0.031,-0.054,298.70001,43.97649,14.784
"8643","CONFIRMED",3.07551068,1.915e-05,-1.915e-05,134.46857,0.00536,-0.00536,0.005,0.465,-0.005,1.683,0.175,-0.175,46.1,5.9,-5.9,0.84,0.13,-0.14,1389,879.95,371.75,-293.44,10.1,5763,78,-78,4.256,0.143,-0.117,1.242,0.2,-0.2,282.84103,44.049728,13.359
"8645","FALSE POSITIVE",4.25907841,5.855e-05,-5.855e-05,135.5815,0.0131,-0.0131,0.362,0.098,-0.362,4.513,0.335,-0.335,28.1,2.9,-2.9,0.7,0.1,-0.15,1253,583.12,241.46,-235.93,11.5,5560,89,-66,4.173,0.201,-0.108,1.316,0.2,-0.276,289.77121,44.139969,12.832
"8646","FALSE POSITIVE",4.83014159,1.861e-05,-1.861e-05,134.64407,0.00342,-0.00342,0.034,0.427,-0.034,0.957,0.133,-0.133,192,24,-24,1.3,0.35,-0.15,1039,275.02,218.25,-84.55,11.7,5693,152,-169,4.467,0.078,-0.182,0.939,0.254,-0.109,296.69574,44.150761,14.991
"8655","FALSE POSITIVE",6.60180003,8.971e-05,-8.971e-05,137.476,0.0107,-0.0107,0.204,0.261,-0.204,2.624,0.322,-0.322,213.4,31.5,-31.5,1.25,0.29,-0.1,875,138.25,98.33,-34.58,8.1,5591,150,-166,4.559,0.032,-0.179,0.86,0.207,-0.069,291.13574,38.90543,15.414
"8658","FALSE POSITIVE",382.5891,0.1096,-0.1096,372.8314,0.0888,-0.0888,0.042,0.416,-0.042,11.7,10.4,-10.4,298.2,36.7,-36.7,2.15,0.65,-0.43,305,2.05,1.81,-0.91,10.5,6337,176,-220,4.261,0.175,-0.175,1.239,0.371,-0.247,289.92197,45.10392,13.678
"8666","FALSE POSITIVE",1.118510435,7.069e-06,-7.069e-06,131.60882,0.00489,-0.00489,0.251,0.214,-0.251,1.111,0.2,-0.2,72.7,9.8,-9.8,0.75,0.21,-0.08,1684,1898.51,1579.81,-521.77,9.9,5918,160,-178,4.544,0.036,-0.204,0.865,0.245,-0.082,293.2793,41.403679,14.796
"8667","FALSE POSITIVE",2.28494301,1.043e-05,-1.043e-05,132.92343,0.00331,-0.00331,0.013,0.448,-0.013,1.01,0.14,-0.14,161.8,19.9,-19.9,1,0.18,-0.09,1180,458.39,260.01,-121.59,10.6,5396,159,-159,4.571,0.04,-0.112,0.789,0.143,-0.071,285.33963,41.539749,15.181
"8686","FALSE POSITIVE",8.3613732,0.0001308,-0.0001308,139.2515,0.0143,-0.0143,0.067,0.405,-0.067,3.649,0.38,-0.38,104.7,13.2,-13.2,0.79,0.12,-0.09,793,93.31,46.67,-29.43,9.5,5470,180,-163,4.509,0.105,-0.105,0.777,0.115,-0.094,296.38422,44.433418,15.122
"8688","CONFIRMED",3.74318005,1.612e-05,-1.612e-05,135.13816,0.0035,-0.0035,0.952,0.027,-0.642,1.111,0.128,-0.128,237.5,30.9,-30.9,1.75,0.12,-0.1,999,235.28,52.59,-39.81,10.5,5207,83,-83,4.516,0.05,-0.055,0.851,0.061,-0.05,280.66519,47.114059,14.924
"8690","FALSE POSITIVE",394.67816267,4.739e-05,-4.739e-05,346.1399939,8.61e-05,-8.61e-05,0.708,0.016,-0.019,6.05443,0.00461,-0.00461,253380,184,-184,52.16,12.5,-6.23,235,0.72,0.51,-0.22,1500.7,5780,157,-157,4.505,0.084,-0.156,0.83,0.199,-0.099,285.60162,41.817532,15.207
"8706","FALSE POSITIVE",3.84615171,4.467e-05,-4.467e-05,133.3817,0.0119,-0.0119,0.153,0.292,-0.153,2.24,0.354,-0.354,137.1,18.8,-18.8,1.14,0.34,-0.12,1199,487.47,445.56,-144.75,9.3,6106,190,-211,4.487,0.05,-0.2,0.966,0.291,-0.097,299.07507,41.94223,15.256
"8710","FALSE POSITIVE",4.84847245,1.688e-05,-1.688e-05,131.90954,0.00275,-0.00275,0.191,0.277,-0.191,0.874,0.125,-0.125,554.7,67.4,-67.4,1.51,0.07,-0.14,667,46.85,11.7,-13.29,11.4,4137,136,-148,4.625,0.053,-0.018,0.647,0.031,-0.058,297.30438,48.195271,14.849
"8714","FALSE POSITIVE",12.654896,0.000174,-0.000174,134.6826,0.013,-0.013,0.009,0.432,-0.009,4.325,0.281,-0.281,100.6,10.8,-10.8,1.02,0.28,-0.16,801,97.41,80.57,-35.35,10.4,5833,157,-175,4.407,0.101,-0.188,1.022,0.288,-0.155,295.80658,50.909801,14.264
"8716","FALSE POSITIVE",5.8229815,0.0001006,-0.0001006,133.999,0.0158,-0.0158,0.395,0.074,-0.395,2.8,0.542,-0.542,281.6,49.3,-49.3,1.36,0.33,-0.11,914,165.12,119.67,-44.26,8.1,5704,169,-186,4.575,0.04,-0.16,0.804,0.192,-0.069,294.87256,38.43446,15.902
"8718","FALSE POSITIVE",4.37198905,4.856e-05,-4.856e-05,131.90923,0.00905,-0.00905,0.177,0.281,-0.177,2.177,0.342,-0.342,103.7,13.1,-13.1,0.93,0.27,-0.11,1085,327.65,269.53,-102.92,9.9,5823,158,-175,4.489,0.062,-0.188,0.919,0.257,-0.11,291.93356,38.827202,14.701
"8720","FALSE POSITIVE",0.76757669,1.15e-07,-1.15e-07,131.819082,0.000121,-0.000121,0.821,0.087,-0.017,2.04757,0.00578,-0.00578,157610,241,-241,34.23,2.73,-2.73,1530,1294.42,406.05,-312.74,431.3,5182,157,-141,4.635,0.066,-0.039,0.627,0.05,-0.05,284.12561,44.550571,14.952
"8723","FALSE POSITIVE",279.036565,0.008788,-0.008788,246.6289,0.0191,-0.0191,1.198,6.728,-0.019,31.92,1.6,-1.6,395.2,15.7,-15.7,30.25,5.32,-3.87,323,2.58,1.19,-0.73,31.7,6072,81,-90,4.285,0.103,-0.126,1.273,0.224,-0.163,292.01733,44.713268,13.054
"8733","FALSE POSITIVE",7.155547398,7.802e-06,-7.802e-06,133.998101,0.000884,-0.000884,0.883,0.009,-0.011,4.5711,0.0695,-0.0695,2568.8,25.2,-25.2,48.93,15.83,-29.41,2049,4166.27,3723.5,-3578.5,124.6,4992,98,-148,2.947,0.511,-0.219,8.052,2.606,-4.84,286.55112,42.234798,13.672
"8735","FALSE POSITIVE",49.1782244,0.0008315,-0.0008315,165.7659,0.0133,-0.0133,0.315,0.127,-0.315,5.8,0.333,-0.333,449,54,-54,1.79,0.37,-0.25,468,11.32,7.32,-3.9,9.4,5674,170,-170,4.473,0.121,-0.148,0.839,0.176,-0.117,283.67819,39.964279,15.527
"8742","FALSE POSITIVE",17.3816224,1.255e-06,-1.255e-06,142.4067834,6.18e-05,-6.18e-05,0.666,0.015,-0.002,2.73456,0.00508,-0.00508,59099,72.4,-72.4,26.55,7.7,-4.14,756,77.09,67.29,-29.03,1149.7,6116,183,-201,4.407,0.09,-0.195,1.02,0.296,-0.159,284.13208,42.350441,15.567
"8745","FALSE POSITIVE",5.15998178,5.1e-05,-5.1e-05,132.69545,0.00739,-0.00739,1.306,6.677,-0.105,3.356,0.437,-0.437,412.4,51.4,-51.4,19.07,0.85,-0.75,574,25.63,3.69,-3.17,9.9,3900,46,-50,4.727,0.017,-0.022,0.534,0.024,-0.021,295.83051,48.602261,15.949
"8747","FALSE POSITIVE",1.320499473,5.782e-06,-5.782e-06,132.61488,0.00392,-0.00392,0.15,0.296,-0.15,1.184,0.139,-0.139,204,22.3,-22.3,18.94,3.99,-9.98,4477,95168.65,56930.15,-78336.29,12,5172,113,-296,2.693,0.252,-0.147,13.454,2.835,-7.088,282.93994,49.050289,11.466
"8751","FALSE POSITIVE",4.02664625,6.764e-05,-6.764e-05,134.3954,0.0126,-0.0126,0.094,0.357,-0.094,3.771,0.324,-0.324,30,3.9,-3.9,0.68,0.14,-0.05,1318,715.51,377.27,-132.48,8.9,6187,74,-80,4.341,0.05,-0.15,1.238,0.256,-0.091,290.02591,48.335949,13.383
"8757","FALSE POSITIVE",2.68814059,1.569e-05,-1.569e-05,132.66869,0.0048,-0.0048,0.532,0.452,-0.32,1.12,0.171,-0.171,145.2,21.6,-21.6,0.92,0.17,-0.07,1135,392.64,222.36,-95.16,9.1,5636,152,-169,4.613,0.032,-0.12,0.734,0.137,-0.055,294.59918,44.927689,15.563
"8766","FALSE POSITIVE",21.1579573,0.0003502,-0.0003502,150.5824,0.0136,-0.0136,0.775,0.179,-0.569,4.706,0.379,-0.379,215.9,24.5,-24.5,1.63,0.45,-0.16,682,51.22,43.53,-15.2,10.2,6063,190,-211,4.476,0.05,-0.2,1.012,0.282,-0.101,290.12497,40.098381,15.531
"8769","FALSE POSITIVE",232.040326,0.006902,-0.006902,262.2531,0.0265,-0.0265,0.61,0.341,-0.388,12.235,0.765,-0.765,290.8,21.9,-21.9,2.05,0.33,-0.29,327,2.71,1.2,-0.88,15.2,5903,106,-117,4.3,0.15,-0.1,1.156,0.185,-0.166,282.06128,47.085491,13.797
"8771","FALSE POSITIVE",11.8496351,0.0002042,-0.0002042,140.3663,0.0127,-0.0127,0.607,0.366,-0.394,3.319,0.372,-0.372,183.8,22.6,-22.6,1.31,0.4,-0.13,802,97.71,87.81,-28.47,9.6,6032,180,-198,4.508,0.05,-0.2,0.929,0.278,-0.093,293.02472,42.325089,15.472
"8777","FALSE POSITIVE",6.933574,0.0001199,-0.0001199,134.558,0.0143,-0.0143,0.05,0.401,-0.05,2.43,0.543,-0.543,276.7,49.4,-49.4,1.3,0.25,-0.1,829,111.53,64.69,-28.36,8,5510,149,-166,4.584,0.034,-0.127,0.793,0.152,-0.065,295.92404,49.220188,15.804
"8782","FALSE POSITIVE",1.608363345,3.6e-07,-3.6e-07,131.58432,0.000187,-0.000187,0.608,0.025,-0.032,2.1988,0.0125,-0.0125,96134,486,-486,19.36,1.34,-1.22,1133,390.1,112.35,-86.86,312.3,5022,151,-151,4.668,0.052,-0.036,0.589,0.041,-0.037,281.59381,42.710011,13.819
"8783","CONFIRMED",103.4269873,0.0008676,-0.0008676,220.22869,0.00761,-0.00761,0.013,0.421,-0.013,5.03,0.197,-0.197,950.1,62.6,-62.6,3.16,0.97,-0.39,416,7.08,6.58,-2.49,17.8,6208,194,-259,4.454,0.052,-0.195,1.024,0.314,-0.126,291.92255,42.00256,15.549
"8800","FALSE POSITIVE",42.294739,0.001569,-0.001569,133.8808,0.0323,-0.0323,1.145,6.927,-0.017,34.63,1.8,-1.8,254.2,12.4,-12.4,140.14,5.6,-31.8,1083,324.71,40.09,-157.77,25.2,4926,47,-182,3.02,0.033,-0.027,7.849,0.314,-1.781,287.84042,45.599751,12.057
"8801","FALSE POSITIVE",17.3695112,0.0004896,-0.0004896,136.6159,0.0239,-0.0239,0.28,0.182,-0.28,4.012,0.74,-0.74,314,56.4,-56.4,1.45,0.08,-0.09,588,28.35,5.36,-4.99,8.6,5119,82,-82,4.508,0.06,-0.04,0.834,0.047,-0.052,291.39938,38.78775,15.825
"8807","FALSE POSITIVE",0.576732089,5.071e-06,-5.071e-06,132.07378,0.00801,-0.00801,0.518,0.019,-0.472,1.856,0.254,-0.254,35.4,5.1,-5.1,0.43,0.01,-0.02,1537,1316.33,188.96,-209.2,9.1,4524,81,-72,4.576,0.042,-0.012,0.717,0.023,-0.038,280.77686,42.924541,13.291
"8808","FALSE POSITIVE",7.1969168,0.0001483,-0.0001483,133.4145,0.0127,-0.0127,0.502,0.463,-0.301,4.525,0.429,-0.429,47.1,5.6,-5.6,1.1,0.18,-0.27,1132,388.54,170.24,-178.56,10.4,5530,82,-66,4.045,0.217,-0.093,1.575,0.259,-0.389,296.73917,49.978352,13.44
"8839","FALSE POSITIVE",5.60682001,5.79e-05,-5.79e-05,135.84466,0.00898,-0.00898,0.156,0.285,-0.156,2.714,0.278,-0.278,150.7,18.3,-18.3,1.04,0.24,-0.08,942,186.43,125.04,-46.81,9.9,5699,152,-169,4.553,0.04,-0.16,0.853,0.193,-0.069,294.73962,50.566841,15.289
"8861","FALSE POSITIVE",12.4970599,0.0001533,-0.0001533,140.8987,0.0103,-0.0103,0.65,0.303,-0.449,3.877,0.283,-0.283,180,18.9,-18.9,1.44,0.5,-0.16,839,117.3,120.38,-36.67,10.6,6174,185,-203,4.445,0.07,-0.224,1.021,0.349,-0.116,298.19412,41.029331,14.191
"8863","FALSE POSITIVE",11.83271013,5.347e-05,-5.347e-05,137.5928634,8.31e-05,-8.31e-05,0.548,0.041,-0.444,6.152,0.922,-0.922,176.3,28,-28,1.17,0.3,-0.1,728,66.51,51.58,-17.21,12.7,5639,169,-169,4.551,0.031,-0.178,0.859,0.22,-0.073,286.39862,45.343529,15.228
"8870","FALSE POSITIVE",21.980467,0.0004523,-0.0004523,150.728,0.018,-0.018,0.417,0.046,-0.414,4.78,0.507,-0.507,96,11.4,-11.4,0.92,0.24,-0.14,625,36.07,27.1,-13.07,10.1,5573,149,-149,4.418,0.139,-0.186,0.936,0.239,-0.147,289.82422,51.552029,13.852
"8873","CONFIRMED",3.33930957,2.498e-05,-2.498e-05,134.15098,0.00546,-0.00546,0.934,0.029,-0.705,2.597,0.168,-0.168,91.3,9.5,-9.5,1.2,0.18,-0.09,1205,498.37,193.59,-97.6,10.7,5700,77,-77,4.434,0.063,-0.117,1.006,0.148,-0.079,289.5484,40.1642,14.955
"8882","FALSE POSITIVE",3.39401963,2.949e-05,-2.949e-05,134.37164,0.00707,-0.00707,0.166,0.291,-0.166,2.984,0.23,-0.23,98.4,11.8,-11.8,1.03,0.32,-0.12,1306,689.16,643.11,-222.12,10,6181,168,-224,4.431,0.07,-0.21,1.029,0.327,-0.117,288.03058,40.418301,15.42
"8883","FALSE POSITIVE",6.63448023,9.814e-05,-9.814e-05,137.0694,0.0102,-0.0102,0.116,0.339,-0.116,3.603,0.284,-0.284,71.2,8,-8,1.04,0.33,-0.16,1177,453.27,406.47,-171.57,10.3,6463,155,-214,4.313,0.105,-0.195,1.225,0.384,-0.192,296.92773,40.429661,13.805
"8885","CONFIRMED",11.7728146,0.0001636,-0.0001636,138.78586,0.00967,-0.00967,0.407,0.067,-0.407,4.132,0.337,-0.337,77.1,9.2,-9.2,0.93,0.17,-0.15,788,90.86,43.6,-30.65,9.9,5410,81,-72,4.333,0.154,-0.126,1.056,0.191,-0.173,280.71948,47.07222,13.717
"8893","CONFIRMED",140.884533,0.002615,-0.002615,243.1411,0.0191,-0.0191,0.013,0.435,-0.013,10.245,0.475,-0.475,158,11,-11,1.52,0.26,-0.2,392,5.6,2.54,-1.61,16.4,5960,77,-83,4.306,0.103,-0.126,1.213,0.213,-0.16,285.60675,45.990318,13.06
"8895","FALSE POSITIVE",20.5142642,0.000264,-0.000264,148.7293,0.011,-0.011,0.256,0.205,-0.256,3.524,0.306,-0.306,153.2,20,-20,1.14,0.12,-0.12,598,30.28,9.16,-7.73,9,5221,78,-86,4.422,0.099,-0.081,0.936,0.101,-0.101,288.13684,46.03838,14.9
"8899","CONFIRMED",9.13315062,3.183e-05,-3.183e-05,139.9861,0.0028,-0.0028,0.275,0.176,-0.275,2.1557,0.0835,-0.0835,231.2,11.7,-11.7,1.48,0.49,-0.16,900,155.42,149.48,-45.03,23,6122,151,-182,4.487,0.054,-0.216,0.964,0.322,-0.101,287.16504,50.113232,11.767
"8902","FALSE POSITIVE",8.47484677,7.198e-05,-7.198e-05,138.47733,0.00752,-0.00752,0.872,0.032,-0.598,2.067,0.209,-0.209,217.8,26.3,-26.3,1.35,0.28,-0.11,780,87.55,53.87,-21.34,9.7,5564,150,-150,4.587,0.032,-0.128,0.785,0.161,-0.064,292.30338,43.98381,15.381
"8929","FALSE POSITIVE",5.29655591,8.52e-05,-8.52e-05,131.8704,0.0141,-0.0141,0.37,0.08,-0.37,3.93,0.315,-0.315,135.4,17.2,-17.2,1.3,0.43,-0.15,1156,421.14,411.8,-140.13,9.3,6268,173,-260,4.429,0.054,-0.216,1.1,0.365,-0.122,296.82037,49.75045,15.591
